region_id,timestamp,val_Daily.rain,extra_rings_Daily.rain
NN,2017-01-02,8.325,1
NP,2017-01-02,5.74,1
NR,2017-01-02,6.25,0
NW,2017-01-02,5.466666666666666,2
OL,2017-01-02,0.7,1
OX,2017-01-02,8.633333333333333,0
PA,2017-01-02,0.0,0
PE,2017-01-02,7.4,0
PH,2017-01-02,1.84,0
PL,2017-01-02,0.4,0
PO,2017-01-02,16.725,0
PR,2017-01-02,0.0,1
RG,2017-01-02,7.2,0
RH,2017-01-02,14.1,1
RM,2017-01-02,5.5,1
S,2017-01-02,3.9,0
SA,2017-01-02,0.45,0
SE,2017-01-02,8.95,2
SG,2017-01-02,6.0,0
SK,2017-01-02,0.7,0
SL,2017-01-02,5.866666666666667,1
SM,2017-01-02,10.1,2
SN,2017-01-02,6.8,0
SO,2017-01-02,9.8,0
SP,2017-01-02,9.025,0
SR,2017-01-02,4.2,1
SS,2017-01-02,5.5,1
ST,2017-01-02,2.1,0
SW,2017-01-02,5.4,1
SY,2017-01-02,1.95,0
TA,2017-01-02,7.699999999999998,0
TD,2017-01-02,2.65,0
TF,2017-01-02,2.4,1
TN,2017-01-02,12.45,0
TQ,2017-01-02,7.3,0
TR,2017-01-02,0.4,1
TS,2017-01-02,4.2,0
TW,2017-01-02,5.4,0
UB,2017-01-02,5.0,0
W,2017-01-02,5.2,1
WA,2017-01-02,0.7,1
WC,2017-01-02,5.2,2
WD,2017-01-02,5.0,1
WF,2017-01-02,2.0,1
WN,2017-01-02,0.35,2
WR,2017-01-02,2.766666666666667,1
WS,2017-01-02,3.4333333333333336,1
WV,2017-01-02,4.5,0
YO,2017-01-02,2.0,0
ZE,2017-01-02,,2
AB,2017-01-03,0.1,0
AL,2017-01-03,0.2,1
B,2017-01-03,0.1,1
BA,2017-01-03,0.05,1
BB,2017-01-03,0.05,1
BD,2017-01-03,0.1,0
BH,2017-01-03,0.0,0
BL,2017-01-03,0.06666666666666668,2
BN,2017-01-03,0.0,0
BR,2017-01-03,0.0,1
BS,2017-01-03,0.0,0
BT,2017-01-03,0.17272727272727273,0
CA,2017-01-03,0.13333333333333333,0
CB,2017-01-03,0.0,0
CF,2017-01-03,0.0,1
CH,2017-01-03,0.05555555555555555,1
CM,2017-01-03,0.10000000000000002,1
CO,2017-01-03,0.1,0
CR,2017-01-03,0.0,1
CT,2017-01-03,0.03333333333333333,1
CV,2017-01-03,0.016666666666666666,1
CW,2017-01-03,0.06666666666666668,1
DA,2017-01-03,0.03333333333333333,1
DD,2017-01-03,0.0,0
DE,2017-01-03,0.1,0
DG,2017-01-03,1.3,0
DH,2017-01-03,0.05,1
DL,2017-01-03,0.1,0
DN,2017-01-03,0.0,1
DT,2017-01-03,0.1,0
DY,2017-01-03,0.04,1
E,2017-01-03,0.2,2
EC,2017-01-03,0.042857142857142864,3
EH,2017-01-03,0.06666666666666668,0
EN,2017-01-03,0.2,1
EX,2017-01-03,0.0,0
FK,2017-01-03,0.1,0
FY,2017-01-03,0.0,1
G,2017-01-03,0.05,0
GL,2017-01-03,0.0,0
GU,2017-01-03,0.0,1
GY,2017-01-03,,2
HA,2017-01-03,0.0,1
HD,2017-01-03,0.06666666666666668,1
HG,2017-01-03,0.2,0
HP,2017-01-03,0.0,1
HR,2017-01-03,0.0,0
HS,2017-01-03,,2
HU,2017-01-03,0.0,1
HX,2017-01-03,0.1,1
IG,2017-01-03,0.1,2
IM,2017-01-03,,2
IP,2017-01-03,0.14,1
IV,2017-01-03,5.366666666666666,0
JE,2017-01-03,,2
KA,2017-01-03,0.0,0
KT,2017-01-03,0.0,1
KW,2017-01-03,2.7,0
KY,2017-01-03,0.0,0
L,2017-01-03,0.054545454545454564,2
LA,2017-01-03,0.0,0
LD,2017-01-03,0.0,0
LE,2017-01-03,0.05,1
LL,2017-01-03,0.08,0
LN,2017-01-03,0.0,0
LS,2017-01-03,0.05000000000000001,1
LU,2017-01-03,0.2,1
M,2017-01-03,0.1,1
ME,2017-01-03,0.1,0
MK,2017-01-03,0.04,1
ML,2017-01-03,0.4,0
N,2017-01-03,0.2,2
NE,2017-01-03,0.3272727272727273,1
NG,2017-01-03,0.02,1
NN,2017-01-03,0.0,1
NP,2017-01-03,0.0,1
NR,2017-01-03,0.30000000000000004,0
NW,2017-01-03,0.06666666666666668,2
OL,2017-01-03,0.1,1
OX,2017-01-03,0.0,0
PA,2017-01-03,1.8,0
PE,2017-01-03,0.0,0
PH,2017-01-03,0.3,0
PL,2017-01-03,0.0,0
PO,2017-01-03,0.0,0
PR,2017-01-03,0.0,1
RG,2017-01-03,0.0,0
RH,2017-01-03,0.0,0
RM,2017-01-03,0.1,1
S,2017-01-03,0.0,0
SA,2017-01-03,0.0,0
SE,2017-01-03,0.02,2
SG,2017-01-03,0.2,0
SK,2017-01-03,0.1,0
SL,2017-01-03,0.0,1
SM,2017-01-03,0.0,2
SN,2017-01-03,0.2,0
SO,2017-01-03,0.0,0
SP,2017-01-03,0.025,0
SR,2017-01-03,0.0,1
SS,2017-01-03,0.1,1
ST,2017-01-03,0.2,0
SW,2017-01-03,0.0,1
SY,2017-01-03,0.025,0
TA,2017-01-03,0.0,0
TD,2017-01-03,0.675,0
TF,2017-01-03,0.06666666666666668,1
TN,2017-01-03,0.0,0
TQ,2017-01-03,0.0,0
TR,2017-01-03,0.0,1
TS,2017-01-03,0.0,0
TW,2017-01-03,0.0,0
UB,2017-01-03,0.0,0
W,2017-01-03,0.0,1
WA,2017-01-03,0.1,1
WC,2017-01-03,0.0,2
WD,2017-01-03,0.0,1
WF,2017-01-03,0.016666666666666666,1
WN,2017-01-03,0.05,2
WR,2017-01-03,0.014285714285714287,1
WS,2017-01-03,0.13333333333333333,1
WV,2017-01-03,0.1,0
YO,2017-01-03,0.0,0
ZE,2017-01-03,,2
AB,2017-01-04,0.7749999999999999,0
AL,2017-01-04,0.15,1
B,2017-01-04,0.4,1
BA,2017-01-04,0.2,0
BB,2017-01-04,0.15,1
BD,2017-01-04,0.0,0
BH,2017-01-04,0.03333333333333333,0
BL,2017-01-04,0.7333333333333333,2
BN,2017-01-04,0.05,0
BR,2017-01-04,0.1,1
BS,2017-01-04,0.0,0
BT,2017-01-04,0.3363636363636364,0
CA,2017-01-04,0.2833333333333333,0
CB,2017-01-04,0.2,0
CF,2017-01-04,0.1,1
CH,2017-01-04,0.5555555555555556,1
CM,2017-01-04,0.16666666666666666,1
CO,2017-01-04,0.3,0
CR,2017-01-04,0.06666666666666668,1
CT,2017-01-04,0.06666666666666668,1
CV,2017-01-04,0.15,1
CW,2017-01-04,0.9499999999999998,1
DA,2017-01-04,0.06666666666666668,1
DD,2017-01-04,0.0,0
DE,2017-01-04,0.4,0
DG,2017-01-04,1.4333333333333336,0
DH,2017-01-04,0.2,1
DL,2017-01-04,0.0,0
DN,2017-01-04,0.175,1
DT,2017-01-04,0.0,0
DY,2017-01-04,0.45,1
E,2017-01-04,0.0,2
EC,2017-01-04,0.05714285714285715,3
EH,2017-01-04,0.0,0
EN,2017-01-04,0.0,1
EX,2017-01-04,0.025,0
FK,2017-01-04,0.0,0
FY,2017-01-04,0.3,1
G,2017-01-04,0.0,0
GL,2017-01-04,0.15000000000000002,0
GU,2017-01-04,0.07999999999999999,1
GY,2017-01-04,,2
HA,2017-01-04,0.0,1
HD,2017-01-04,0.475,1
HG,2017-01-04,0.1,0
HP,2017-01-04,0.3,0
HR,2017-01-04,0.0,0
HS,2017-01-04,,2
HU,2017-01-04,0.2,1
HX,2017-01-04,0.0,1
IG,2017-01-04,0.125,2
IM,2017-01-04,,2
IP,2017-01-04,0.26,1
IV,2017-01-04,2.85,0
JE,2017-01-04,,2
KA,2017-01-04,0.0,0
KT,2017-01-04,0.1,1
KW,2017-01-04,1.0,0
KY,2017-01-04,0.0,0
L,2017-01-04,0.6545454545454547,2
LA,2017-01-04,0.3,0
LD,2017-01-04,0.05,0
LE,2017-01-04,0.4,1
LL,2017-01-04,0.6399999999999999,0
LN,2017-01-04,0.3,0
LS,2017-01-04,0.1285714285714286,1
LU,2017-01-04,0.15,1
M,2017-01-04,1.9,1
ME,2017-01-04,0.0,0
MK,2017-01-04,0.15000000000000002,1
ML,2017-01-04,0.25,0
N,2017-01-04,0.0,2
NE,2017-01-04,0.18181818181818185,1
NG,2017-01-04,0.28,1
NN,2017-01-04,0.15000000000000002,1
NP,2017-01-04,0.06666666666666668,1
NR,2017-01-04,0.2,0
NW,2017-01-04,0.125,2
OL,2017-01-04,1.9,1
OX,2017-01-04,0.06666666666666668,0
PA,2017-01-04,1.3333333333333333,0
PE,2017-01-04,0.4,0
PH,2017-01-04,0.2,0
PL,2017-01-04,0.0,0
PO,2017-01-04,0.075,0
PR,2017-01-04,0.3,1
RG,2017-01-04,0.0,0
RH,2017-01-04,0.0,0
RM,2017-01-04,0.0,1
S,2017-01-04,0.0,0
SA,2017-01-04,0.12000000000000002,0
SE,2017-01-04,0.08,2
SG,2017-01-04,0.0,0
SK,2017-01-04,1.9,0
SL,2017-01-04,0.125,1
SM,2017-01-04,0.1,2
SN,2017-01-04,0.1,0
SO,2017-01-04,0.2,0
SP,2017-01-04,0.25,0
SR,2017-01-04,0.4,1
SS,2017-01-04,0.0,1
ST,2017-01-04,2.0,0
SW,2017-01-04,0.2,1
SY,2017-01-04,0.45,0
TA,2017-01-04,0.2,0
TD,2017-01-04,0.07500000000000001,0
TF,2017-01-04,0.76,1
TN,2017-01-04,0.1,0
TQ,2017-01-04,0.0,0
TR,2017-01-04,0.0,1
TS,2017-01-04,0.4,0
TW,2017-01-04,0.2,0
UB,2017-01-04,0.0,0
W,2017-01-04,0.1,1
WA,2017-01-04,1.9,1
WC,2017-01-04,0.1,2
WD,2017-01-04,0.15,1
WF,2017-01-04,0.0,0
WN,2017-01-04,1.1,2
WR,2017-01-04,0.3,1
WS,2017-01-04,1.2,1
WV,2017-01-04,0.76,1
YO,2017-01-04,0.2,0
ZE,2017-01-04,,2
AB,2017-01-05,0.1,0
AL,2017-01-05,0.2,1
B,2017-01-05,0.0,1
BA,2017-01-05,0.0,0
BB,2017-01-05,0.0,1
BD,2017-01-05,0.0,0
BH,2017-01-05,0.0,0
BL,2017-01-05,0.0,2
BN,2017-01-05,0.0,0
BR,2017-01-05,0.1,1
BS,2017-01-05,0.0,0
BT,2017-01-05,0.05,0
CA,2017-01-05,0.0,0
CB,2017-01-05,0.8,0
CF,2017-01-05,0.0,1
CH,2017-01-05,0.21111111111111114,1
CM,2017-01-05,0.4000000000000001,1
CO,2017-01-05,0.0,0
CR,2017-01-05,0.1,1
CT,2017-01-05,0.20000000000000004,1
CV,2017-01-05,0.0,1
CW,2017-01-05,0.0,1
DA,2017-01-05,0.20000000000000004,1
DD,2017-01-05,0.0,0
DE,2017-01-05,0.0,0
DG,2017-01-05,0.0,0
DH,2017-01-05,0.0,1
DL,2017-01-05,0.0,0
DN,2017-01-05,0.17142857142857146,1
DT,2017-01-05,0.0,0
DY,2017-01-05,0.0,1
E,2017-01-05,0.4,2
EC,2017-01-05,0.16666666666666666,3
EH,2017-01-05,0.0,0
EN,2017-01-05,0.4,1
EX,2017-01-05,0.0,0
FK,2017-01-05,0.0,0
FY,2017-01-05,0.0,1
G,2017-01-05,0.0,0
GL,2017-01-05,0.0,0
GU,2017-01-05,0.0,1
GY,2017-01-05,,2
HA,2017-01-05,0.0,1
HD,2017-01-05,0.0,1
HG,2017-01-05,0.0,0
HP,2017-01-05,0.0,0
HR,2017-01-05,0.0,0
HS,2017-01-05,,2
HU,2017-01-05,0.225,1
HX,2017-01-05,0.0,1
IG,2017-01-05,0.4,2
IM,2017-01-05,,2
IP,2017-01-05,0.54,1
IV,2017-01-05,0.03333333333333333,0
JE,2017-01-05,,2
KA,2017-01-05,0.0,0
KT,2017-01-05,0.0,1
KW,2017-01-05,0.0,0
KY,2017-01-05,0.0,0
L,2017-01-05,0.17272727272727273,2
LA,2017-01-05,0.0,0
LD,2017-01-05,0.0,0
LE,2017-01-05,0.65,1
LL,2017-01-05,0.38,0
LN,2017-01-05,0.15,0
LS,2017-01-05,0.15,1
LU,2017-01-05,0.2,1
M,2017-01-05,0.0,1
ME,2017-01-05,0.4,0
MK,2017-01-05,0.2833333333333334,1
ML,2017-01-05,0.0,0
N,2017-01-05,0.4,2
NE,2017-01-05,0.0,1
NG,2017-01-05,0.32,1
NN,2017-01-05,0.325,1
NP,2017-01-05,0.0,1
NR,2017-01-05,0.3,0
NW,2017-01-05,0.1,2
OL,2017-01-05,0.0,1
OX,2017-01-05,0.0,0
PA,2017-01-05,0.0,0
PE,2017-01-05,1.3,0
PH,2017-01-05,0.0,0
PL,2017-01-05,0.0,0
PO,2017-01-05,0.0,0
PR,2017-01-05,0.0,1
RG,2017-01-05,0.0,0
RH,2017-01-05,0.05,1
RM,2017-01-05,0.4,1
S,2017-01-05,0.0,0
SA,2017-01-05,0.0,0
SE,2017-01-05,0.15000000000000002,2
SG,2017-01-05,0.4,0
SK,2017-01-05,0.0,0
SL,2017-01-05,0.0,1
SM,2017-01-05,0.06666666666666668,2
SN,2017-01-05,0.0,0
SO,2017-01-05,0.0,0
SP,2017-01-05,0.0,0
SR,2017-01-05,0.0,1
SS,2017-01-05,0.4,1
ST,2017-01-05,0.0,0
SW,2017-01-05,0.0,1
SY,2017-01-05,0.0,0
TA,2017-01-05,0.0,0
TD,2017-01-05,0.0,0
TF,2017-01-05,0.0,1
TN,2017-01-05,0.1,0
TQ,2017-01-05,0.0,0
TR,2017-01-05,0.0,1
TS,2017-01-05,0.0,0
TW,2017-01-05,0.0,0
UB,2017-01-05,0.0,0
W,2017-01-05,0.0,1
WA,2017-01-05,0.0,1
WC,2017-01-05,0.0,2
WD,2017-01-05,0.0,1
WF,2017-01-05,0.15,1
WN,2017-01-05,0.0,2
WR,2017-01-05,0.0,1
WS,2017-01-05,0.0,1
WV,2017-01-05,0.0,1
YO,2017-01-05,0.225,0
ZE,2017-01-05,,2
AB,2017-01-06,3.3000000000000003,0
AL,2017-01-06,0.0,1
B,2017-01-06,0.0,1
BA,2017-01-06,0.0,0
BB,2017-01-06,0.4,1
BD,2017-01-06,0.0,0
BH,2017-01-06,0.0,0
BL,2017-01-06,0.26666666666666666,2
BN,2017-01-06,0.4,0
BR,2017-01-06,0.0,1
BS,2017-01-06,0.0,0
BT,2017-01-06,4.427272727272729,0
CA,2017-01-06,0.23333333333333334,0
CB,2017-01-06,0.0,0
CF,2017-01-06,1.1142857142857143,1
CH,2017-01-06,0.37777777777777777,1
CM,2017-01-06,0.0,1
CO,2017-01-06,0.0,0
CR,2017-01-06,0.03333333333333333,1
CT,2017-01-06,0.03333333333333333,1
CV,2017-01-06,0.0,1
CW,2017-01-06,0.31666666666666665,1
DA,2017-01-06,0.03333333333333333,1
DD,2017-01-06,0.4,0
DE,2017-01-06,0.0,0
DG,2017-01-06,12.333333333333336,0
DH,2017-01-06,0.05,1
DL,2017-01-06,0.0,0
DN,2017-01-06,0.175,1
DT,2017-01-06,0.0,0
DY,2017-01-06,0.475,1
E,2017-01-06,0.0,2
EC,2017-01-06,0.028571428571428574,3
EH,2017-01-06,0.5333333333333333,0
EN,2017-01-06,0.0,1
EX,2017-01-06,0.0,0
FK,2017-01-06,0.0,0
FY,2017-01-06,0.8,1
G,2017-01-06,9.6,0
GL,2017-01-06,0.0,0
GU,2017-01-06,0.11,1
GY,2017-01-06,,2
HA,2017-01-06,0.0,1
HD,2017-01-06,0.0,1
HG,2017-01-06,0.0,0
HP,2017-01-06,0.0,0
HR,2017-01-06,0.0,0
HS,2017-01-06,,2
HU,2017-01-06,0.35,1
HX,2017-01-06,0.0,1
IG,2017-01-06,0.025,2
IM,2017-01-06,,2
IP,2017-01-06,0.08,1
IV,2017-01-06,0.7833333333333333,0
JE,2017-01-06,,2
KA,2017-01-06,4.3,0
KT,2017-01-06,0.05,1
KW,2017-01-06,1.5,0
KY,2017-01-06,0.6,0
L,2017-01-06,0.3818181818181817,2
LA,2017-01-06,0.8,0
LD,2017-01-06,0.0,0
LE,2017-01-06,0.2,1
LL,2017-01-06,0.3,0
LN,2017-01-06,0.0,0
LS,2017-01-06,0.2,1
LU,2017-01-06,0.0,1
M,2017-01-06,0.0,1
ME,2017-01-06,0.1,0
MK,2017-01-06,0.06666666666666668,1
ML,2017-01-06,3.9,0
N,2017-01-06,0.0,2
NE,2017-01-06,0.390909090909091,1
NG,2017-01-06,0.08,1
NN,2017-01-06,0.1,1
NP,2017-01-06,0.0,1
NR,2017-01-06,0.0,0
NW,2017-01-06,0.0,2
OL,2017-01-06,0.0,1
OX,2017-01-06,0.0,0
PA,2017-01-06,15.333333333333336,0
PE,2017-01-06,0.4,0
PH,2017-01-06,0.6666666666666666,0
PL,2017-01-06,0.0,0
PO,2017-01-06,0.0,0
PR,2017-01-06,0.8,1
RG,2017-01-06,0.0,0
RH,2017-01-06,0.1,0
RM,2017-01-06,0.1,1
S,2017-01-06,0.0,0
SA,2017-01-06,1.56,0
SE,2017-01-06,0.04,2
SG,2017-01-06,0.0,0
SK,2017-01-06,0.0,0
SL,2017-01-06,0.0,1
SM,2017-01-06,0.025,2
SN,2017-01-06,0.1,0
SO,2017-01-06,0.2,0
SP,2017-01-06,0.025,0
SR,2017-01-06,0.1,1
SS,2017-01-06,0.1,1
ST,2017-01-06,0.0,0
SW,2017-01-06,0.0,1
SY,2017-01-06,0.475,0
TA,2017-01-06,0.0,0
TD,2017-01-06,0.7250000000000001,0
TF,2017-01-06,0.38,1
TN,2017-01-06,0.0,0
TQ,2017-01-06,0.0,0
TR,2017-01-06,0.0,1
TS,2017-01-06,0.1,0
TW,2017-01-06,0.0,0
UB,2017-01-06,0.0,0
W,2017-01-06,0.0,1
WA,2017-01-06,0.0,1
WC,2017-01-06,0.0,2
WD,2017-01-06,0.0,1
WF,2017-01-06,0.0,0
WN,2017-01-06,0.4,2
WR,2017-01-06,0.2714285714285714,1
WS,2017-01-06,0.0,1
WV,2017-01-06,0.38,1
YO,2017-01-06,0.35,0
ZE,2017-01-06,,2
AB,2017-01-07,0.30000000000000004,0
AL,2017-01-07,6.85,1
B,2017-01-07,0.9,1
BA,2017-01-07,9.53,1
BB,2017-01-07,5.15,1
BD,2017-01-07,3.6,0
BH,2017-01-07,4.933333333333334,0
BL,2017-01-07,3.8,2
BN,2017-01-07,2.75,0
BR,2017-01-07,2.5,1
BS,2017-01-07,7.6,0
BT,2017-01-07,0.91,0
CA,2017-01-07,2.7833333333333337,0
CB,2017-01-07,4.1,0
CF,2017-01-07,11.533333333333333,1
CH,2017-01-07,8.244444444444444,1
CM,2017-01-07,4.699999999999998,1
CO,2017-01-07,4.1,1
CR,2017-01-07,2.5,1
CT,2017-01-07,2.1666666666666665,1
CV,2017-01-07,5.959999999999999,1
CW,2017-01-07,6.716666666666666,1
DA,2017-01-07,2.1666666666666665,1
DD,2017-01-07,3.8,0
DE,2017-01-07,0.9,0
DG,2017-01-07,2.3,0
DH,2017-01-07,1.0,1
DL,2017-01-07,0.5,0
DN,2017-01-07,2.25,1
DT,2017-01-07,10.2,0
DY,2017-01-07,8.719999999999999,1
E,2017-01-07,5.3,2
EC,2017-01-07,3.9333333333333336,3
EH,2017-01-07,0.3,0
EN,2017-01-07,5.3,1
EX,2017-01-07,4.074999999999998,0
FK,2017-01-07,0.3,0
FY,2017-01-07,6.7,1
G,2017-01-07,2.4,0
GL,2017-01-07,7.8,0
GU,2017-01-07,6.266666666666668,1
GY,2017-01-07,,2
HA,2017-01-07,6.0,1
HD,2017-01-07,1.275,1
HG,2017-01-07,3.6,0
HP,2017-01-07,8.4,0
HR,2017-01-07,6.1,0
HS,2017-01-07,,2
HU,2017-01-07,2.575,1
HX,2017-01-07,3.6,1
IG,2017-01-07,3.6333333333333333,2
IM,2017-01-07,,2
IP,2017-01-07,3.45,1
IV,2017-01-07,1.883333333333333,0
JE,2017-01-07,,2
KA,2017-01-07,3.2,0
KT,2017-01-07,5.8,1
KW,2017-01-07,1.3,0
KY,2017-01-07,0.7,0
L,2017-01-07,7.454545454545454,2
LA,2017-01-07,6.7,0
LD,2017-01-07,2.85,0
LE,2017-01-07,2.6500000000000004,1
LL,2017-01-07,7.760000000000002,0
LN,2017-01-07,3.65,0
LS,2017-01-07,2.5285714285714285,1
LU,2017-01-07,6.85,1
M,2017-01-07,1.1,1
ME,2017-01-07,1.5,0
MK,2017-01-07,6.533333333333332,1
ML,2017-01-07,2.7,0
N,2017-01-07,5.3,2
NE,2017-01-07,1.718181818181818,1
NG,2017-01-07,2.56,1
NN,2017-01-07,6.375,1
NP,2017-01-07,5.44,1
NR,2017-01-07,2.65,0
NW,2017-01-07,6.375000000000001,2
OL,2017-01-07,1.1,1
OX,2017-01-07,7.033333333333334,0
PA,2017-01-07,4.666666666666667,0
PE,2017-01-07,4.4,0
PH,2017-01-07,0.325,0
PL,2017-01-07,11.0,0
PO,2017-01-07,6.800000000000002,0
PR,2017-01-07,6.7,1
RG,2017-01-07,7.5,0
RH,2017-01-07,2.625,1
RM,2017-01-07,1.5,1
